order_id,customer_id,product_id,store_id,order_date,quantity,unit_price,discount_pct,total_amount,channel,status,return_flag,shipping_days
ORD_014589,CUST_01626,PRD_127,STR_002,2023-07-06,2,55.59,0.0,111.18,In-Store,Completed,False,0
ORD_014590,CUST_04848,PRD_183,STR_022,2023-06-25,1,17.74,0.09,16.14,In-Store,Cancelled,False,0
ORD_014591,CUST_04897,PRD_093,STR_001,2023-08-23,1,702.57,0.0,702.57,In-Store,Completed,False,0
ORD_014592,CUST_01373,PRD_033,STR_024,2024-04-05,2,49.06,0.0,98.12,In-Store,Completed,False,0
ORD_014593,CUST_03369,PRD_005,STR_010,2024-01-03,2,191.12,0.08,351.66,Online,Cancelled,False,3
ORD_014594,CUST_03026,PRD_036,ONLINE,2022-10-25,2,665.62,0.06,1251.37,Online,Completed,False,5
ORD_014595,CUST_04419,PRD_069,STR_043,2022-04-15,1,511.76,0.0,511.76,In-Store,Completed,False,0
ORD_014596,CUST_04345,PRD_014,ONLINE,2024-12-05,2,122.6,0.05,232.94,Online,Completed,False,1
ORD_014597,CUST_01050,PRD_084,STR_027,2022-11-22,1,522.6,0.21,412.85,In-Store,Completed,False,0
ORD_014598,CUST_04912,PRD_070,STR_017,2023-12-17,2,149.73,0.0,299.46,Online,Cancelled,False,4
ORD_014599,CUST_04517,PRD_177,STR_019,2024-08-13,1,56.57,0.0,56.57,In-Store,Cancelled,False,0
ORD_014600,CUST_00396,PRD_083,STR_002,2022-12-15,1,1971.04,0.0,1971.04,In-Store,Completed,False,0
ORD_014601,CUST_01932,PRD_090,ONLINE,2023-12-16,1,467.06,0.2,373.65,Online,Completed,False,3
ORD_014602,CUST_03836,PRD_104,STR_025,2022-06-06,1,530.45,0.08,488.01,Online,Completed,False,5
ORD_014603,CUST_00761,PRD_039,STR_038,2024-12-16,4,34.7,0.18,113.82,In-Store,Completed,False,0
ORD_014604,CUST_04914,PRD_182,ONLINE,2022-04-08,1,103.92,0.07,96.65,Mobile App,Completed,False,4
ORD_014605,CUST_04491,PRD_094,ONLINE,2023-06-03,2,26.82,0.22,41.84,Mobile App,Cancelled,False,1
ORD_014606,CUST_01489,PRD_111,STR_006,2023-10-05,3,23.01,0.08,63.51,In-Store,Pending,False,0
ORD_014607,CUST_04295,PRD_094,ONLINE,2024-06-25,1,27.29,0.0,27.29,Online,Completed,False,7
ORD_014608,CUST_00934,PRD_177,ONLINE,2022-06-22,1,56.12,0.0,56.12,Online,Returned,True,6
ORD_014609,CUST_04017,PRD_029,STR_045,2023-06-06,2,41.01,0.07,76.28,In-Store,Returned,True,0
ORD_014610,CUST_02471,PRD_059,STR_007,2022-12-14,3,243.51,0.1,657.48,In-Store,Completed,False,0
ORD_014611,CUST_00892,PRD_095,STR_008,2022-12-21,4,83.28,0.0,333.12,Mobile App,Completed,False,3
ORD_014612,CUST_04774,PRD_035,ONLINE,2024-06-11,1,195.37,0.21,154.34,Mobile App,Pending,False,2
ORD_014613,CUST_00196,PRD_085,STR_038,2022-01-10,1,430.29,0.0,430.29,In-Store,Completed,False,0
ORD_014614,CUST_02350,PRD_046,STR_036,2024-05-08,5,26.79,0.0,133.95,In-Store,Completed,False,0
ORD_014615,CUST_04743,PRD_111,STR_021,2024-07-20,4,24.0,0.16,80.64,In-Store,Completed,False,0
ORD_014616,CUST_02043,PRD_100,ONLINE,2024-11-04,1,97.94,0.0,97.94,Online,Completed,False,4
ORD_014617,CUST_03116,PRD_055,ONLINE,2023-12-11,2,64.68,0.0,129.36,Online,Completed,False,6
ORD_014618,CUST_03518,PRD_024,STR_037,2023-01-01,1,9.55,0.0,9.55,In-Store,Completed,False,0
ORD_014619,CUST_03105,PRD_099,STR_038,2023-05-21,3,179.16,0.0,537.48,In-Store,Completed,False,0
ORD_014620,CUST_01062,PRD_193,STR_034,2024-12-16,1,137.53,0.08,126.53,In-Store,Completed,False,0
ORD_014621,CUST_01311,PRD_179,STR_046,2024-10-16,5,36.32,0.0,181.6,Online,Completed,False,3
ORD_014622,CUST_02475,PRD_011,ONLINE,2023-07-04,3,94.32,0.0,282.96,Online,Completed,False,6
ORD_014623,CUST_04207,PRD_086,STR_023,2024-12-02,4,692.92,0.0,2771.68,In-Store,Completed,False,0
ORD_014624,CUST_01845,PRD_144,STR_029,2024-08-04,2,31.77,0.23,48.93,In-Store,Completed,False,0
ORD_014625,CUST_01590,PRD_194,STR_013,2024-11-04,2,91.63,0.0,183.26,Online,Completed,False,1
ORD_014626,CUST_03777,PRD_161,STR_024,2024-01-29,2,135.43,0.0,270.86,In-Store,Completed,False,0
ORD_014627,CUST_01824,PRD_163,ONLINE,2024-09-20,2,28.44,0.0,56.88,Online,Completed,False,7
ORD_014628,CUST_02011,PRD_084,STR_027,2024-10-27,1,497.31,0.0,497.31,In-Store,Completed,False,0
ORD_014629,CUST_01546,PRD_148,ONLINE,2022-05-19,4,25.57,0.24,77.73,Mobile App,Completed,False,3
ORD_014630,CUST_01302,PRD_184,STR_021,2024-12-14,2,780.8,0.17,1296.13,Mobile App,Completed,False,1
ORD_014631,CUST_03381,PRD_055,STR_024,2023-01-01,1,68.89,0.0,68.89,Online,Returned,True,1
ORD_014632,CUST_04690,PRD_118,ONLINE,2023-06-05,2,362.24,0.0,724.48,Online,Completed,False,4
ORD_014633,CUST_02355,PRD_136,STR_042,2024-06-27,5,8.07,0.18,33.09,In-Store,Completed,False,0
ORD_014634,CUST_01948,PRD_103,STR_014,2023-12-31,1,434.44,0.0,434.44,Online,Cancelled,False,6
ORD_014635,CUST_03617,PRD_039,STR_013,2024-10-28,1,37.12,0.16,31.18,Online,Completed,False,7
ORD_014636,CUST_04982,PRD_151,STR_020,2023-04-19,5,136.27,0.07,633.66,In-Store,Completed,False,0
ORD_014637,CUST_03104,PRD_033,ONLINE,2023-03-13,1,45.73,0.08,42.07,Mobile App,Completed,False,7
ORD_014638,CUST_01195,PRD_051,ONLINE,2022-03-01,1,1582.31,0.0,1582.31,Online,Completed,False,4
ORD_014639,CUST_04420,PRD_126,STR_049,2023-07-03,1,382.95,0.0,382.95,Mobile App,Completed,False,1
ORD_014640,CUST_03990,PRD_069,STR_050,2024-04-06,1,484.43,0.19,392.39,In-Store,Completed,False,0
ORD_014641,CUST_01011,PRD_179,STR_029,2022-12-15,2,34.74,0.06,65.31,In-Store,Completed,False,0
ORD_014642,CUST_00202,PRD_152,STR_043,2023-07-03,1,328.88,0.0,328.88,In-Store,Completed,False,0
ORD_014643,CUST_00668,PRD_104,ONLINE,2022-10-21,1,547.25,0.0,547.25,Online,Completed,False,6
ORD_014644,CUST_00117,PRD_084,ONLINE,2024-06-04,4,503.0,0.17,1669.96,Mobile App,Cancelled,False,4
ORD_014645,CUST_01756,PRD_059,ONLINE,2022-04-11,2,256.5,0.05,487.35,Online,Completed,False,1
ORD_014646,CUST_04366,PRD_033,ONLINE,2024-03-11,1,48.14,0.0,48.14,Online,Completed,False,3
ORD_014647,CUST_01464,PRD_131,STR_010,2023-03-21,3,809.26,0.09,2209.28,In-Store,Completed,False,0
ORD_014648,CUST_01557,PRD_180,STR_007,2022-03-15,2,129.91,0.06,244.23,In-Store,Completed,False,0
ORD_014649,CUST_04567,PRD_091,STR_039,2024-09-15,1,96.43,0.0,96.43,In-Store,Completed,False,0
ORD_014650,CUST_03953,PRD_086,STR_041,2023-08-02,1,697.29,0.18,571.78,Online,Completed,False,7
ORD_014651,CUST_03551,PRD_116,STR_005,2023-11-26,2,71.16,0.08,130.93,Online,Completed,False,5
ORD_014652,CUST_00010,PRD_026,STR_032,2024-04-17,3,41.92,0.0,125.76,In-Store,Completed,False,0
ORD_014653,CUST_02821,PRD_154,STR_032,2023-12-26,2,106.28,0.0,212.56,In-Store,Completed,False,0
ORD_014654,CUST_02373,PRD_173,ONLINE,2024-04-15,1,1282.46,0.0,1282.46,Online,Completed,False,7
ORD_014655,CUST_04529,PRD_005,STR_038,2024-05-23,2,198.44,0.08,365.13,In-Store,Completed,False,0
ORD_014656,CUST_02951,PRD_036,STR_016,2023-11-19,5,669.33,0.07,3112.38,In-Store,Completed,False,0
ORD_014657,CUST_01658,PRD_101,STR_041,2023-03-02,3,161.71,0.0,485.13,Mobile App,Completed,False,6
ORD_014658,CUST_01145,PRD_153,ONLINE,2022-11-10,1,511.72,0.0,511.72,Online,Completed,False,2
ORD_014659,CUST_00852,PRD_011,STR_014,2024-11-05,1,95.05,0.06,89.35,In-Store,Completed,False,0
ORD_014660,CUST_04814,PRD_152,STR_024,2024-12-16,2,318.48,0.0,636.96,In-Store,Completed,False,0
ORD_014661,CUST_02654,PRD_016,STR_034,2023-02-14,1,25.0,0.0,25.0,In-Store,Completed,False,0
ORD_014662,CUST_02396,PRD_018,ONLINE,2022-06-12,2,11.99,0.0,23.98,Mobile App,Completed,False,2
ORD_014663,CUST_00644,PRD_043,STR_009,2022-10-25,1,69.07,0.0,69.07,Online,Completed,False,4
ORD_014664,CUST_02884,PRD_082,STR_024,2024-01-08,3,680.45,0.0,2041.35,In-Store,Completed,False,0
ORD_014665,CUST_04737,PRD_116,STR_034,2022-08-29,5,69.83,0.0,349.15,In-Store,Completed,False,0
ORD_014666,CUST_04546,PRD_101,STR_014,2024-06-13,2,166.75,0.0,333.5,In-Store,Completed,False,0
ORD_014667,CUST_02354,PRD_017,STR_006,2024-11-19,5,209.3,0.08,962.78,In-Store,Returned,True,0
ORD_014668,CUST_01587,PRD_133,STR_007,2024-12-13,1,70.88,0.0,70.88,In-Store,Completed,False,0
ORD_014669,CUST_03765,PRD_181,STR_018,2022-01-17,1,182.55,0.05,173.42,In-Store,Completed,False,0
ORD_014670,CUST_01974,PRD_174,ONLINE,2024-12-10,2,67.22,0.0,134.44,Online,Returned,True,5
ORD_014671,CUST_04780,PRD_021,STR_008,2024-04-27,1,80.91,0.06,76.06,In-Store,Cancelled,False,0
ORD_014672,CUST_03947,PRD_197,ONLINE,2022-05-10,1,121.68,0.0,121.68,Online,Completed,False,4
ORD_014673,CUST_02212,PRD_106,ONLINE,2023-05-07,2,364.17,0.22,568.11,Online,Completed,False,2
ORD_014674,CUST_01230,PRD_139,STR_001,2024-03-03,1,43.64,0.06,41.02,In-Store,Completed,False,0
ORD_014675,CUST_03385,PRD_090,STR_027,2024-12-09,1,481.92,0.0,481.92,Mobile App,Pending,False,5
ORD_014676,CUST_04024,PRD_178,STR_020,2022-08-16,2,163.15,0.0,326.3,In-Store,Completed,False,0
ORD_014677,CUST_04157,PRD_061,ONLINE,2022-06-30,1,123.02,0.0,123.02,Online,Completed,False,2
ORD_014678,CUST_03537,PRD_113,STR_021,2023-07-14,1,7.92,0.07,7.37,In-Store,Completed,False,0
ORD_014679,CUST_01121,PRD_113,STR_023,2024-12-15,1,8.21,0.0,8.21,Online,Completed,False,2
ORD_014680,CUST_03397,PRD_140,STR_005,2024-12-17,2,769.06,0.09,1399.69,Online,Completed,False,5
ORD_014681,CUST_00838,PRD_034,ONLINE,2022-10-30,2,2348.02,0.21,3709.87,Online,Returned,True,1
ORD_014682,CUST_01437,PRD_045,STR_031,2022-12-24,2,434.4,0.06,816.67,In-Store,Returned,True,0
ORD_014683,CUST_01707,PRD_183,STR_019,2024-11-09,3,18.07,0.0,54.21,In-Store,Returned,True,0
ORD_014684,CUST_01044,PRD_200,ONLINE,2024-04-20,2,509.92,0.0,1019.84,Online,Returned,True,6
ORD_014685,CUST_04078,PRD_102,ONLINE,2024-12-17,1,404.83,0.24,307.67,Online,Completed,False,3
ORD_014686,CUST_02043,PRD_125,STR_015,2024-10-28,2,191.26,0.0,382.52,In-Store,Completed,False,0
ORD_014687,CUST_01071,PRD_032,ONLINE,2022-10-17,1,60.67,0.19,49.14,Online,Completed,False,7
ORD_014688,CUST_00384,PRD_132,STR_017,2024-05-20,1,603.61,0.06,567.39,Online,Completed,False,4
ORD_014689,CUST_03098,PRD_082,STR_001,2022-03-25,2,724.77,0.0,1449.54,Online,Completed,False,2
ORD_014690,CUST_03849,PRD_051,STR_030,2024-07-29,1,1678.95,0.09,1527.84,In-Store,Completed,False,0
ORD_014691,CUST_00978,PRD_178,STR_013,2023-11-27,1,151.12,0.0,151.12,In-Store,Completed,False,0
ORD_014692,CUST_01040,PRD_041,STR_041,2024-12-09,1,1828.23,0.0,1828.23,In-Store,Completed,False,0
ORD_014693,CUST_02465,PRD_110,ONLINE,2024-12-11,4,29.79,0.0,119.16,Mobile App,Completed,False,1
ORD_014694,CUST_02671,PRD_189,STR_043,2022-03-29,2,43.92,0.17,72.91,In-Store,Completed,False,0
ORD_014695,CUST_00670,PRD_101,STR_048,2022-08-11,2,171.27,0.0,342.54,In-Store,Completed,False,0
ORD_014696,CUST_04390,PRD_105,STR_048,2023-07-29,2,205.05,0.1,369.09,In-Store,Returned,True,0
ORD_014697,CUST_00669,PRD_162,STR_010,2024-10-14,1,45.58,0.0,45.58,In-Store,Returned,True,0
ORD_014698,CUST_03226,PRD_161,STR_024,2024-07-24,1,140.42,0.22,109.53,In-Store,Completed,False,0
ORD_014699,CUST_00432,PRD_076,STR_015,2024-12-13,2,50.47,0.2,80.75,In-Store,Completed,False,0
ORD_014700,CUST_01197,PRD_096,STR_030,2023-12-07,3,300.7,0.1,811.89,In-Store,Completed,False,0
ORD_014701,CUST_04835,PRD_181,ONLINE,2022-11-19,4,190.84,0.0,763.36,Online,Cancelled,False,4
ORD_014702,CUST_01233,PRD_146,STR_033,2022-02-15,2,112.77,0.0,225.54,Mobile App,Returned,True,3
ORD_014703,CUST_03075,PRD_033,ONLINE,2022-10-25,1,45.26,0.0,45.26,Mobile App,Completed,False,3
ORD_014704,CUST_02492,PRD_135,STR_018,2024-01-16,2,183.83,0.09,334.57,Online,Completed,False,3
ORD_014705,CUST_01086,PRD_026,STR_007,2024-11-21,4,42.83,0.0,171.32,In-Store,Completed,False,0
ORD_014706,CUST_02270,PRD_198,ONLINE,2022-12-25,1,18.9,0.0,18.9,Online,Completed,False,7
ORD_014707,CUST_04521,PRD_198,ONLINE,2024-10-10,2,17.94,0.1,32.29,Online,Completed,False,1
ORD_014708,CUST_01529,PRD_001,STR_004,2023-04-12,1,36.45,0.0,36.45,In-Store,Completed,False,0
ORD_014709,CUST_01189,PRD_011,ONLINE,2022-12-19,4,95.4,0.06,358.7,Online,Cancelled,False,1
ORD_014710,CUST_02511,PRD_012,ONLINE,2023-09-02,1,12.28,0.2,9.82,Online,Returned,True,7
ORD_014711,CUST_00921,PRD_073,STR_026,2023-06-08,2,126.04,0.0,252.08,In-Store,Returned,True,0
ORD_014712,CUST_00710,PRD_188,STR_038,2024-11-13,2,456.34,0.08,839.67,In-Store,Completed,False,0
ORD_014713,CUST_00826,PRD_109,ONLINE,2023-07-09,4,406.99,0.0,1627.96,Online,Completed,False,7
ORD_014714,CUST_00868,PRD_023,STR_046,2022-12-03,2,286.13,0.07,532.2,Online,Completed,False,6
ORD_014715,CUST_02719,PRD_131,ONLINE,2024-09-02,2,850.03,0.0,1700.06,Online,Completed,False,7
ORD_014716,CUST_00056,PRD_069,STR_024,2024-12-31,2,487.76,0.0,975.52,Online,Completed,False,5
ORD_014717,CUST_03859,PRD_054,STR_035,2023-12-22,1,119.48,0.0,119.48,In-Store,Completed,False,0
ORD_014718,CUST_01339,PRD_159,STR_028,2022-11-15,2,341.75,0.0,683.5,Online,Cancelled,False,5
ORD_014719,CUST_00738,PRD_199,STR_032,2022-11-07,2,88.12,0.0,176.24,In-Store,Cancelled,False,0
ORD_014720,CUST_00138,PRD_194,STR_034,2022-04-07,2,96.21,0.19,155.86,In-Store,Completed,False,0
ORD_014721,CUST_01692,PRD_103,STR_024,2022-05-02,2,419.51,0.0,839.02,In-Store,Completed,False,0
ORD_014722,CUST_02469,PRD_100,ONLINE,2024-11-13,1,101.67,0.0,101.67,Mobile App,Completed,False,2
ORD_014723,CUST_02557,PRD_069,STR_036,2022-05-24,2,503.35,0.08,926.16,Online,Completed,False,2
ORD_014724,CUST_04538,PRD_068,STR_020,2023-07-29,3,1802.24,0.0,5406.72,In-Store,Completed,False,0
ORD_014725,CUST_02966,PRD_107,ONLINE,2024-02-29,1,177.64,0.0,177.64,Online,Returned,True,6
ORD_014726,CUST_00047,PRD_100,ONLINE,2024-09-11,5,106.96,0.07,497.36,Online,Completed,False,1
ORD_014727,CUST_01474,PRD_088,STR_041,2022-08-27,1,52.44,0.07,48.77,Online,Completed,False,4
ORD_014728,CUST_02678,PRD_187,STR_045,2023-06-02,3,589.41,0.09,1609.09,In-Store,Completed,False,0
ORD_014729,CUST_00254,PRD_001,STR_032,2022-11-16,2,38.97,0.0,77.94,In-Store,Completed,False,0
ORD_014730,CUST_00836,PRD_041,STR_005,2022-11-19,2,1696.58,0.0,3393.16,In-Store,Completed,False,0
ORD_014731,CUST_00626,PRD_151,ONLINE,2022-12-16,2,128.39,0.0,256.78,Mobile App,Completed,False,7
ORD_014732,CUST_01159,PRD_128,STR_031,2023-11-17,5,223.61,0.0,1118.05,In-Store,Pending,False,0
ORD_014733,CUST_02864,PRD_001,STR_049,2022-01-29,5,36.08,0.19,146.12,In-Store,Completed,False,0
ORD_014734,CUST_00837,PRD_161,STR_005,2023-04-30,1,141.36,0.19,114.5,In-Store,Completed,False,0
ORD_014735,CUST_00237,PRD_198,STR_043,2022-09-15,4,18.45,0.08,67.9,In-Store,Returned,True,0
ORD_014736,CUST_00534,PRD_174,ONLINE,2024-12-15,1,71.77,0.0,71.77,Online,Completed,False,4
ORD_014737,CUST_00030,PRD_057,ONLINE,2023-11-14,2,59.91,0.0,119.82,Online,Completed,False,6
ORD_014738,CUST_03294,PRD_040,ONLINE,2024-10-03,1,167.59,0.08,154.18,Online,Completed,False,7
ORD_014739,CUST_04569,PRD_089,STR_023,2022-09-26,5,60.69,0.0,303.45,In-Store,Completed,False,0
ORD_014740,CUST_04682,PRD_173,STR_037,2024-07-19,1,1275.59,0.0,1275.59,In-Store,Returned,True,0
ORD_014741,CUST_01527,PRD_185,ONLINE,2023-05-07,1,629.76,0.0,629.76,Online,Completed,False,6
ORD_014742,CUST_04968,PRD_128,STR_033,2022-09-04,2,238.98,0.0,477.96,In-Store,Cancelled,False,0
ORD_014743,CUST_04207,PRD_002,STR_004,2024-05-22,1,34.47,0.0,34.47,In-Store,Completed,False,0
ORD_014744,CUST_04578,PRD_196,STR_001,2024-05-22,1,56.92,0.07,52.94,Online,Completed,False,1
ORD_014745,CUST_00444,PRD_126,ONLINE,2024-12-29,3,380.44,0.0,1141.32,Mobile App,Returned,True,1
ORD_014746,CUST_01218,PRD_077,ONLINE,2024-06-14,4,90.89,0.17,301.75,Online,Completed,False,3
ORD_014747,CUST_04411,PRD_040,STR_032,2022-07-22,2,167.19,0.17,277.54,Online,Completed,False,5
ORD_014748,CUST_02362,PRD_007,STR_024,2022-12-26,1,619.11,0.0,619.11,Mobile App,Cancelled,False,7
ORD_014749,CUST_04127,PRD_077,STR_043,2023-06-19,2,96.3,0.0,192.6,In-Store,Completed,False,0
ORD_014750,CUST_03132,PRD_185,ONLINE,2022-06-29,5,637.92,0.0,3189.6,Online,Completed,False,1
ORD_014751,CUST_03413,PRD_061,STR_014,2024-06-22,1,127.54,0.07,118.61,Online,Pending,False,6
ORD_014752,CUST_02077,PRD_085,STR_033,2023-09-24,5,435.96,0.16,1831.03,Online,Completed,False,2
ORD_014753,CUST_03378,PRD_169,ONLINE,2024-12-03,2,49.89,0.0,99.78,Online,Completed,False,3
ORD_014754,CUST_00196,PRD_010,STR_005,2023-11-19,1,969.65,0.08,892.08,Online,Completed,False,7
ORD_014755,CUST_01139,PRD_142,ONLINE,2023-09-19,2,102.19,0.17,169.64,Online,Completed,False,4
ORD_014756,CUST_00239,PRD_140,STR_022,2022-04-25,2,735.39,0.0,1470.78,Online,Completed,False,7
ORD_014757,CUST_03063,PRD_060,STR_001,2022-07-27,3,590.09,0.09,1610.95,In-Store,Completed,False,0
ORD_014758,CUST_00827,PRD_080,ONLINE,2024-09-10,5,144.41,0.23,555.98,Online,Completed,False,7
ORD_014759,CUST_02429,PRD_076,STR_006,2024-12-27,1,51.09,0.19,41.38,In-Store,Cancelled,False,0
ORD_014760,CUST_00665,PRD_092,STR_015,2023-05-07,2,95.94,0.06,180.37,In-Store,Completed,False,0
ORD_014761,CUST_02852,PRD_110,STR_029,2024-07-19,2,28.56,0.23,43.98,Online,Returned,True,1
ORD_014762,CUST_02960,PRD_157,ONLINE,2023-12-12,1,723.97,0.0,723.97,Online,Returned,True,5
ORD_014763,CUST_00390,PRD_070,ONLINE,2024-12-10,2,159.95,0.05,303.9,Online,Completed,False,4
ORD_014764,CUST_01320,PRD_098,STR_010,2022-11-07,2,666.04,0.0,1332.08,In-Store,Completed,False,0
ORD_014765,CUST_01514,PRD_063,ONLINE,2023-10-13,5,686.12,0.0,3430.6,Mobile App,Completed,False,6
ORD_014766,CUST_03653,PRD_145,STR_005,2023-04-30,1,152.96,0.0,152.96,In-Store,Completed,False,0
ORD_014767,CUST_04365,PRD_119,ONLINE,2023-10-10,1,1249.37,0.0,1249.37,Online,Completed,False,1
ORD_014768,CUST_00339,PRD_144,STR_035,2022-11-28,2,32.64,0.22,50.92,In-Store,Completed,False,0
ORD_014769,CUST_04754,PRD_176,STR_042,2023-08-17,2,219.64,0.07,408.53,Online,Completed,False,4
ORD_014770,CUST_02430,PRD_066,STR_014,2023-12-10,1,94.59,0.0,94.59,In-Store,Completed,False,0
ORD_014771,CUST_04905,PRD_034,ONLINE,2022-05-06,4,2366.82,0.0,9467.28,Online,Completed,False,1
ORD_014772,CUST_03115,PRD_097,STR_010,2024-05-01,2,10.74,0.16,18.04,Online,Completed,False,5
ORD_014773,CUST_01031,PRD_110,STR_031,2024-03-12,1,29.31,0.06,27.55,In-Store,Completed,False,0
ORD_014774,CUST_00910,PRD_049,STR_039,2024-10-15,1,642.62,0.0,642.62,Online,Completed,False,6
ORD_014775,CUST_04434,PRD_190,STR_005,2023-05-20,2,2089.38,0.0,4178.76,In-Store,Completed,False,0
ORD_014776,CUST_01483,PRD_065,STR_035,2022-04-12,5,24.52,0.0,122.6,Online,Completed,False,2
ORD_014777,CUST_04143,PRD_197,ONLINE,2023-07-01,2,119.87,0.06,225.36,Mobile App,Completed,False,3
ORD_014778,CUST_00727,PRD_070,ONLINE,2022-07-12,4,162.98,0.09,593.25,Mobile App,Completed,False,2
ORD_014779,CUST_04921,PRD_045,STR_042,2023-12-22,3,456.96,0.08,1261.21,In-Store,Completed,False,0
ORD_014780,CUST_03604,PRD_160,STR_048,2022-03-23,1,2716.11,0.0,2716.11,In-Store,Completed,False,0
ORD_014781,CUST_00277,PRD_183,ONLINE,2023-03-14,2,18.81,0.1,33.86,Online,Returned,True,6
ORD_014782,CUST_03749,PRD_103,ONLINE,2022-05-08,1,443.4,0.0,443.4,Online,Completed,False,2
ORD_014783,CUST_03851,PRD_139,STR_012,2022-01-06,1,40.43,0.0,40.43,In-Store,Returned,True,0
ORD_014784,CUST_00655,PRD_112,ONLINE,2024-12-11,5,37.52,0.0,187.6,Online,Completed,False,2
ORD_014785,CUST_02964,PRD_005,STR_031,2024-12-30,2,191.95,0.09,349.35,In-Store,Completed,False,0
ORD_014786,CUST_04352,PRD_189,STR_050,2023-10-24,1,44.92,0.09,40.88,In-Store,Completed,False,0
ORD_014787,CUST_03854,PRD_171,STR_049,2022-11-07,4,57.9,0.0,231.6,Online,Completed,False,6
ORD_014788,CUST_04313,PRD_023,STR_030,2024-11-11,3,283.38,0.24,646.11,In-Store,Completed,False,0
ORD_014789,CUST_00977,PRD_038,STR_050,2024-11-19,1,18.54,0.09,16.87,In-Store,Cancelled,False,0
ORD_014790,CUST_01219,PRD_137,ONLINE,2024-09-17,2,59.37,0.0,118.74,Online,Completed,False,3
ORD_014791,CUST_00162,PRD_004,STR_011,2023-10-13,5,30.6,0.0,153.0,In-Store,Completed,False,0
ORD_014792,CUST_03207,PRD_154,STR_009,2022-04-29,2,106.83,0.17,177.34,In-Store,Completed,False,0
ORD_014793,CUST_03220,PRD_058,ONLINE,2022-05-15,2,35.79,0.06,67.29,Online,Completed,False,6
ORD_014794,CUST_01693,PRD_025,ONLINE,2024-11-01,1,21.85,0.0,21.85,Online,Completed,False,6
ORD_014795,CUST_03297,PRD_097,ONLINE,2024-10-11,2,10.93,0.0,21.86,Online,Completed,False,1
ORD_014796,CUST_04785,PRD_159,STR_041,2023-05-29,5,317.04,0.0,1585.2,In-Store,Completed,False,0
ORD_014797,CUST_01156,PRD_007,ONLINE,2022-12-29,2,658.49,0.0,1316.98,Online,Completed,False,5
ORD_014798,CUST_03287,PRD_180,STR_022,2023-12-20,1,127.18,0.0,127.18,In-Store,Completed,False,0
ORD_014799,CUST_04610,PRD_165,ONLINE,2024-07-15,2,59.38,0.0,118.76,Mobile App,Completed,False,1
ORD_014800,CUST_03133,PRD_184,ONLINE,2024-04-16,2,739.66,0.0,1479.32,Online,Completed,False,3
ORD_014801,CUST_04906,PRD_041,STR_017,2023-12-05,2,1759.35,0.0,3518.7,In-Store,Completed,False,0
ORD_014802,CUST_04125,PRD_006,STR_011,2022-11-02,2,115.65,0.06,217.42,In-Store,Completed,False,0
ORD_014803,CUST_01246,PRD_036,ONLINE,2022-11-23,2,658.22,0.0,1316.44,Mobile App,Completed,False,3
ORD_014804,CUST_01894,PRD_106,STR_044,2024-04-06,3,357.83,0.0,1073.49,In-Store,Completed,False,0
ORD_014805,CUST_04430,PRD_090,ONLINE,2024-07-10,3,456.44,0.0,1369.32,Mobile App,Completed,False,3
ORD_014806,CUST_00333,PRD_055,STR_003,2022-06-16,2,70.7,0.0,141.4,Mobile App,Completed,False,5
ORD_014807,CUST_02982,PRD_035,STR_005,2022-09-16,2,193.47,0.0,386.94,In-Store,Completed,False,0
ORD_014808,CUST_00178,PRD_156,ONLINE,2024-01-25,2,581.94,0.19,942.74,Online,Completed,False,7
ORD_014809,CUST_03279,PRD_175,STR_022,2023-04-05,1,640.55,0.07,595.71,Online,Completed,False,6
ORD_014810,CUST_00022,PRD_110,ONLINE,2023-11-01,1,28.67,0.0,28.67,Online,Completed,False,1
ORD_014811,CUST_03174,PRD_046,STR_043,2023-12-05,2,25.53,0.07,47.49,In-Store,Completed,False,0
ORD_014812,CUST_02900,PRD_044,STR_002,2024-06-08,1,14.83,0.0,14.83,Online,Completed,False,3
ORD_014813,CUST_01717,PRD_065,STR_041,2024-07-14,2,23.67,0.0,47.34,In-Store,Completed,False,0
ORD_014814,CUST_04147,PRD_120,STR_013,2022-12-04,2,210.06,0.15,357.1,In-Store,Cancelled,False,0
ORD_014815,CUST_02371,PRD_066,ONLINE,2023-10-10,2,93.59,0.09,170.33,Online,Completed,False,5
ORD_014816,CUST_04635,PRD_012,STR_007,2022-06-25,2,12.79,0.06,24.05,In-Store,Completed,False,0
ORD_014817,CUST_04395,PRD_164,STR_027,2024-09-01,1,393.11,0.0,393.11,In-Store,Returned,True,0
ORD_014818,CUST_01997,PRD_002,ONLINE,2024-09-06,1,34.21,0.07,31.82,Mobile App,Completed,False,6
ORD_014819,CUST_02164,PRD_050,STR_049,2022-12-14,2,2227.09,0.0,4454.18,In-Store,Completed,False,0
ORD_014820,CUST_01297,PRD_167,ONLINE,2022-08-11,1,126.93,0.15,107.89,Mobile App,Returned,True,1
ORD_014821,CUST_00001,PRD_038,STR_014,2022-04-23,5,18.58,0.07,86.4,In-Store,Completed,False,0
ORD_014822,CUST_04462,PRD_183,STR_004,2023-11-09,2,19.21,0.21,30.35,In-Store,Completed,False,0
ORD_014823,CUST_00305,PRD_088,STR_014,2022-05-18,1,56.95,0.0,56.95,In-Store,Completed,False,0
ORD_014824,CUST_00459,PRD_063,STR_012,2024-01-25,2,727.07,0.1,1308.73,In-Store,Completed,False,0
