"ticket_id","customer_id","order_id","category","priority","status","created_at","resolved_at","ticket_text"
"TKT_002538","CUST_02730","ORD_038072","Technical Support","Low","Resolved","2022-04-13T02:08:51","2022-04-14T13:08:51","Your mobile app keeps crashing when I try to view my order history. I've reinstalled it twice and the problem persists. I have all receipts and documentation ready to send."
"TKT_002539","CUST_04641","ORD_033967","Delivery Issue","Low","In Progress","2024-06-15T10:00:14","","I urgently need order ORD_033967 for an event this weekend. Can you expedite shipping or arrange a same-day pickup? I have all receipts and documentation ready to send."
"TKT_002540","CUST_01094","ORD_039689","Delivery Issue","Critical","Closed","2024-12-16T14:34:07","2024-12-18T18:34:07","My order ORD_039689 was supposed to arrive 11 days ago but I still haven't received it. The tracking number shows it's stuck in transit. I have been a loyal customer for years and this is very disappointing."
"TKT_002541","CUST_01083","ORD_032357","Billing","Medium","Closed","2024-10-10T10:08:20","2024-10-15T10:08:20","I have a promotional discount code that wasn't applied to my order ORD_032357. Please apply the discount retroactively."
"TKT_002542","CUST_02808","ORD_018412","Delivery Issue","Low","Resolved","2024-05-06T21:46:27","2024-05-07T16:46:27","Order ORD_018412 shows a delivery attempt was made but no card was left and I was home. Please reschedule the delivery or issue a refund. I have all receipts and documentation ready to send."
"TKT_002543","CUST_02583","ORD_011796","Product Quality","Critical","Closed","2023-06-12T11:39:39","2023-06-17T03:39:39","The sizing for order ORD_011796 is wildly inaccurate compared to your size guide. The item is at least two sizes smaller than stated. I am happy to provide any additional details you need."
"TKT_002544","CUST_03397","ORD_036600","Delivery Issue","Low","Closed","2024-12-01T12:31:32","2024-12-04T06:31:32","The estimated delivery for ORD_036600 was 12 days ago. I've contacted the courier but they keep redirecting me to you."
"TKT_002545","CUST_00996","ORD_016372","Product Quality","Low","Open","2023-07-16T23:53:58","","I purchased ORD_016372 and the product stopped working after just 3 days. This is completely unacceptable for the price I paid. I have been a loyal customer for years and this is very disappointing."
"TKT_002546","CUST_00131","ORD_043541","Billing","Medium","Resolved","2023-08-18T10:05:58","2023-08-19T21:05:58","The VAT receipt for order ORD_043541 shows the wrong amount. I need a corrected invoice for my business expense claim."
"TKT_002547","CUST_01608","ORD_035385","Technical Support","Medium","Closed","2024-12-26T10:07:41","2024-12-29T01:07:41","Your mobile app keeps crashing when I try to view my order history. I've reinstalled it twice and the problem persists. I am happy to provide any additional details you need."
"TKT_002548","CUST_03562","ORD_034587","Product Quality","Medium","Resolved","2024-12-26T13:20:51","2024-12-28T05:20:51","My order ORD_034587 arrived with visible damage — it looks like it was dropped or mishandled during shipping. I have been a loyal customer for years and this is very disappointing."
"TKT_002549","CUST_01389","ORD_038266","Delivery Issue","Low","Resolved","2024-10-20T07:17:25","2024-10-21T18:17:25","I urgently need order ORD_038266 for an event this weekend. Can you expedite shipping or arrange a same-day pickup? I would appreciate a prompt response."
"TKT_002550","CUST_03915","ORD_027486","Delivery Issue","Low","Resolved","2024-12-22T22:42:43","2024-12-23T23:42:43","I received a notification that ORD_027486 was out for delivery but it never arrived. This is the second time this has happened. I would appreciate a prompt response."
"TKT_002551","CUST_00518","ORD_019185","Returns & Refunds","Medium","Resolved","2023-08-20T01:18:16","2023-08-21T02:18:16","The return portal isn't accepting my order number ORD_019185. I've tried multiple times. Please process this manually."
"TKT_002552","CUST_03191","ORD_004114","Returns & Refunds","High","Closed","2024-12-17T14:32:04","2024-12-20T06:32:04","I changed my mind about order ORD_004114 and would like to return it within the 30-day window. Please advise on the return procedure. Please resolve this as soon as possible."
"TKT_002553","CUST_02103","ORD_032458","Delivery Issue","High","Resolved","2024-01-26T02:54:08","2024-01-27T10:54:08","I urgently need order ORD_032458 for an event this weekend. Can you expedite shipping or arrange a same-day pickup? I have all receipts and documentation ready to send."
"TKT_002554","CUST_03051","ORD_041615","Returns & Refunds","Low","Resolved","2024-12-30T14:00:36","2024-12-31T03:00:36","I returned the item from ORD_041615 in perfect condition with original packaging but received a reduced refund without any explanation. I have been a loyal customer for years and this is very disappointing."
"TKT_002555","CUST_03387","ORD_042517","Product Quality","Low","Closed","2023-08-11T22:31:46","2023-08-15T13:31:46","I purchased ORD_042517 and the product stopped working after just 4 days. This is completely unacceptable for the price I paid. I am happy to provide any additional details you need."
"TKT_002556","CUST_02063","ORD_023309","Returns & Refunds","Medium","Resolved","2024-12-27T07:40:29","2024-12-27T16:40:29","I need to exchange the item in order ORD_023309 for a different size. The current one is too small. I have been a loyal customer for years and this is very disappointing."
"TKT_002557","CUST_04939","ORD_040375","Technical Support","High","Resolved","2024-04-08T06:26:17","2024-04-08T17:26:17","The website won't let me complete checkout. Every time I click confirm I get an error message. I have been a loyal customer for years and this is very disappointing."
"TKT_002558","CUST_01258","ORD_038062","Delivery Issue","High","Resolved","2024-12-29T13:47:05","2024-12-31T06:47:05","The estimated delivery for ORD_038062 was 13 days ago. I've contacted the courier but they keep redirecting me to you. I would appreciate a prompt response."
"TKT_002559","CUST_01801","ORD_010435","Delivery Issue","Low","Resolved","2024-12-24T02:06:05","2024-12-24T06:06:05","The tracking for ORD_010435 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left. I have all receipts and documentation ready to send."
"TKT_002560","CUST_01485","ORD_048404","Billing","Medium","Open","2023-03-16T01:19:51","","My loyalty points were not applied to order ORD_048404 despite being displayed in my cart at checkout."
"TKT_002561","CUST_02390","ORD_005010","Returns & Refunds","Low","Resolved","2024-08-17T11:33:09","2024-08-17T16:33:09","My return for order ORD_005010 was received by you 3 days ago according to the tracking, but I haven't received my refund yet. This is quite urgent as I need it for a gift."
"TKT_002562","CUST_04868","ORD_017123","Delivery Issue","Low","In Progress","2024-12-26T11:52:58","","My delivery for ORD_017123 was left outside in the rain and the contents are damaged. I need a replacement or refund."
"TKT_002563","CUST_02251","ORD_042611","Delivery Issue","Medium","Resolved","2023-09-05T20:58:15","2023-09-07T08:58:15","I received a notification that ORD_042611 was out for delivery but it never arrived. This is the second time this has happened. I would appreciate a prompt response."
"TKT_002564","CUST_01288","ORD_024590","Returns & Refunds","Low","Resolved","2023-07-06T08:47:09","2023-07-07T00:47:09","I'd like to return my purchase from order ORD_024590 as it doesn't fit. I've been trying to get a prepaid return label for 13 days but haven't heard back. I am happy to provide any additional details you need."
"TKT_002565","CUST_02567","ORD_013256","Delivery Issue","Medium","Resolved","2024-10-31T13:41:26","2024-11-01T03:41:26","My order ORD_013256 was supposed to arrive 4 days ago but I still haven't received it. The tracking number shows it's stuck in transit. I have all receipts and documentation ready to send."
"TKT_002566","CUST_04316","ORD_026927","Delivery Issue","Low","Resolved","2023-08-04T10:50:50","2023-08-04T12:50:50","I urgently need order ORD_026927 for an event this weekend. Can you expedite shipping or arrange a same-day pickup?"
"TKT_002567","CUST_00824","ORD_002103","Technical Support","Low","Resolved","2024-10-21T00:19:41","2024-10-22T03:19:41","The website won't let me complete checkout. Every time I click confirm I get an error message. I am happy to provide any additional details you need."
"TKT_002568","CUST_00502","ORD_011706","Returns & Refunds","High","Closed","2024-07-11T09:55:03","2024-07-15T13:55:03","I changed my mind about order ORD_011706 and would like to return it within the 30-day window. Please advise on the return procedure. I have all receipts and documentation ready to send."
"TKT_002569","CUST_01865","ORD_034463","Delivery Issue","Medium","Resolved","2024-12-28T07:57:59","2024-12-29T21:57:59","I placed order ORD_034463 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently? I am happy to provide any additional details you need."
"TKT_002570","CUST_03796","ORD_040629","Technical Support","Medium","Resolved","2023-11-21T18:37:11","2023-11-23T12:37:11","The website won't let me complete checkout. Every time I click confirm I get an error message. Please resolve this as soon as possible."
"TKT_002571","CUST_00645","ORD_037461","Product Quality","High","Resolved","2023-05-13T21:37:16","2023-05-15T19:37:16","The item I received for order ORD_037461 doesn't match the description on the website. The colour is different and the build quality is much worse than expected. I have all receipts and documentation ready to send."
"TKT_002572","CUST_01721","ORD_027091","Technical Support","Low","Resolved","2024-10-13T07:24:46","2024-10-14T10:24:46","I can't log in to my account. I've tried resetting the password multiple times but the reset email never arrives. I have been a loyal customer for years and this is very disappointing."
"TKT_002573","CUST_04833","ORD_008082","Returns & Refunds","Low","Closed","2024-12-06T21:10:57","2024-12-08T04:10:57","The return portal isn't accepting my order number ORD_008082. I've tried multiple times. Please process this manually. I would appreciate a prompt response."
"TKT_002574","CUST_02388","ORD_038451","Returns & Refunds","Low","Resolved","2022-11-24T02:47:23","2022-11-25T08:47:23","I'd like to return my purchase from order ORD_038451 as it doesn't fit. I've been trying to get a prepaid return label for 3 days but haven't heard back. I would appreciate a prompt response."
"TKT_002575","CUST_04787","ORD_032201","Billing","Low","Closed","2024-03-27T19:46:30","2024-03-29T17:46:30","I was charged for order ORD_032201 but the payment should have been declined as I cancelled the order before it was processed. I have been a loyal customer for years and this is very disappointing."
"TKT_002576","CUST_03735","ORD_004911","Returns & Refunds","High","Resolved","2024-07-14T13:29:31","2024-07-14T22:29:31","I changed my mind about order ORD_004911 and would like to return it within the 30-day window. Please advise on the return procedure. Please resolve this as soon as possible."
"TKT_002577","CUST_02354","ORD_018893","Delivery Issue","Medium","Resolved","2024-09-20T03:17:28","2024-09-21T03:17:28","My delivery for ORD_018893 was left outside in the rain and the contents are damaged. I need a replacement or refund."
"TKT_002578","CUST_04697","ORD_017369","Delivery Issue","Low","Resolved","2023-12-29T05:21:06","2023-12-29T18:21:06","My delivery for ORD_017369 was left outside in the rain and the contents are damaged. I need a replacement or refund. Please resolve this as soon as possible."
"TKT_002579","CUST_04190","ORD_012242","Delivery Issue","High","Resolved","2024-09-21T16:04:01","2024-09-23T00:04:01","The estimated delivery for ORD_012242 was 14 days ago. I've contacted the courier but they keep redirecting me to you."
"TKT_002580","CUST_01450","ORD_034517","Product Quality","Low","Resolved","2023-07-06T08:26:26","2023-07-06T13:26:26","Order ORD_034517 was missing several components that are listed as included. Can you send the missing parts or process a refund?"
"TKT_002581","CUST_01241","ORD_019461","Returns & Refunds","Low","Resolved","2024-08-13T13:06:38","2024-08-13T17:06:38","I need to exchange the item in order ORD_019461 for a different size. The current one is too small."
"TKT_002582","CUST_00454","ORD_043485","Delivery Issue","High","Resolved","2024-06-04T03:56:50","2024-06-05T08:56:50","I urgently need order ORD_043485 for an event this weekend. Can you expedite shipping or arrange a same-day pickup? This is quite urgent as I need it for a gift."
"TKT_002583","CUST_04814","ORD_034834","Returns & Refunds","High","Closed","2024-04-01T16:06:29","2024-04-03T13:06:29","My return for order ORD_034834 was received by you 3 days ago according to the tracking, but I haven't received my refund yet."
"TKT_002584","CUST_01261","ORD_024325","Billing","Medium","Resolved","2024-11-26T21:39:55","2024-11-28T20:39:55","I was not informed of the additional shipping charge applied to ORD_024325. The total was higher than shown at checkout. Please resolve this as soon as possible."
"TKT_002585","CUST_01215","ORD_048965","Returns & Refunds","Low","Resolved","2024-07-26T04:24:59","2024-07-27T02:24:59","My return for order ORD_048965 was received by you 3 days ago according to the tracking, but I haven't received my refund yet. This is quite urgent as I need it for a gift."
"TKT_002586","CUST_00034","ORD_042598","Product Quality","Medium","Resolved","2024-12-01T16:47:36","2024-12-02T15:47:36","Order ORD_042598 was missing several components that are listed as included. Can you send the missing parts or process a refund? I have all receipts and documentation ready to send."
"TKT_002587","CUST_03554","ORD_031711","Product Quality","Low","In Progress","2024-12-29T08:41:43","","The item in order ORD_031711 broke on first use. The quality control on this product seems very poor. I would appreciate a prompt response."
"TKT_002588","CUST_00786","ORD_041832","Delivery Issue","Low","Resolved","2024-07-19T02:04:54","2024-07-19T21:04:54","The estimated delivery for ORD_041832 was 11 days ago. I've contacted the courier but they keep redirecting me to you."
"TKT_002589","CUST_00186","ORD_018781","Delivery Issue","Low","Resolved","2023-12-09T03:17:25","2023-12-10T23:17:25","My delivery for ORD_018781 was left outside in the rain and the contents are damaged. I need a replacement or refund. I have been a loyal customer for years and this is very disappointing."
"TKT_002590","CUST_02082","ORD_025906","Delivery Issue","Low","Closed","2024-12-21T11:10:19","2024-12-24T08:10:19","My delivery for ORD_025906 was left outside in the rain and the contents are damaged. I need a replacement or refund."
"TKT_002591","CUST_02455","ORD_014365","Product Quality","Medium","In Progress","2024-10-12T18:50:05","","The sizing for order ORD_014365 is wildly inaccurate compared to your size guide. The item is at least two sizes smaller than stated."
"TKT_002592","CUST_00063","ORD_031798","Billing","Low","Resolved","2024-01-02T07:34:31","2024-01-02T17:34:31","The VAT receipt for order ORD_031798 shows the wrong amount. I need a corrected invoice for my business expense claim."
"TKT_002593","CUST_00729","ORD_016173","Returns & Refunds","High","Resolved","2024-06-22T19:32:41","2024-06-23T02:32:41","I'd like to return my purchase from order ORD_016173 as it doesn't fit. I've been trying to get a prepaid return label for 11 days but haven't heard back. This is quite urgent as I need it for a gift."
"TKT_002594","CUST_04647","ORD_022824","Delivery Issue","Medium","Resolved","2022-12-11T09:39:29","2022-12-12T03:39:29","I urgently need order ORD_022824 for an event this weekend. Can you expedite shipping or arrange a same-day pickup?"
"TKT_002595","CUST_02432","ORD_043650","Delivery Issue","Low","Closed","2024-05-07T09:13:02","2024-05-12T05:13:02","I placed order ORD_043650 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently? I am happy to provide any additional details you need."
"TKT_002596","CUST_03235","ORD_004325","Delivery Issue","High","Resolved","2024-02-11T07:32:24","2024-02-12T23:32:24","The tracking for ORD_004325 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left. I would appreciate a prompt response."
"TKT_002597","CUST_04814","ORD_028314","Delivery Issue","Medium","Resolved","2024-12-02T11:14:23","2024-12-04T11:14:23","I placed order ORD_028314 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently?"
"TKT_002598","CUST_02763","ORD_002632","Billing","High","Closed","2024-04-15T20:15:14","2024-04-18T13:15:14","I see an unauthorised charge on my account from 3 days ago that doesn't correspond to any order I placed. I am happy to provide any additional details you need."
"TKT_002599","CUST_01419","ORD_047391","Returns & Refunds","Low","In Progress","2023-05-16T17:48:38","","The return portal isn't accepting my order number ORD_047391. I've tried multiple times. Please process this manually. I have been a loyal customer for years and this is very disappointing."
"TKT_002600","CUST_00449","ORD_011114","Delivery Issue","High","Closed","2024-04-06T00:00:29","2024-04-08T18:00:29","Order ORD_011114 shows a delivery attempt was made but no card was left and I was home. Please reschedule the delivery or issue a refund. I have been a loyal customer for years and this is very disappointing."
"TKT_002601","CUST_02548","ORD_021521","Product Quality","Medium","Resolved","2024-07-06T13:08:45","2024-07-07T08:08:45","The product in order ORD_021521 is clearly a different model from what was advertised. The specifications are different. I have been a loyal customer for years and this is very disappointing."
"TKT_002602","CUST_02089","ORD_035386","Product Quality","High","Resolved","2024-11-06T21:45:07","2024-11-07T08:45:07","My order ORD_035386 arrived with visible damage — it looks like it was dropped or mishandled during shipping. This is quite urgent as I need it for a gift."
"TKT_002603","CUST_04425","ORD_025533","Returns & Refunds","High","Resolved","2023-06-13T15:16:34","2023-06-13T19:16:34","I've been waiting 11 days for my refund for order ORD_025533. My bank says there's no pending transaction from you."
"TKT_002604","CUST_03419","ORD_031743","Returns & Refunds","Medium","Resolved","2023-03-19T16:09:34","2023-03-20T02:09:34","The return portal isn't accepting my order number ORD_031743. I've tried multiple times. Please process this manually."
"TKT_002605","CUST_01966","ORD_020801","Delivery Issue","Low","Resolved","2023-05-14T08:05:38","2023-05-15T17:05:38","I placed order ORD_020801 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently? I have been a loyal customer for years and this is very disappointing."
"TKT_002606","CUST_00641","ORD_001221","Returns & Refunds","Low","Resolved","2022-06-01T02:48:29","2022-06-02T19:48:29","I was charged a return fee for order ORD_001221 but your website clearly states returns are free within 30 days. Please refund this charge. I have been a loyal customer for years and this is very disappointing."
"TKT_002607","CUST_03031","ORD_001133","Delivery Issue","Medium","Resolved","2023-09-24T10:09:14","2023-09-25T21:09:14","My order ORD_001133 was supposed to arrive 10 days ago but I still haven't received it. The tracking number shows it's stuck in transit."
"TKT_002608","CUST_01160","ORD_049085","Delivery Issue","Low","Resolved","2024-10-26T08:34:38","2024-10-26T18:34:38","My delivery for ORD_049085 was left outside in the rain and the contents are damaged. I need a replacement or refund. Please resolve this as soon as possible."
"TKT_002609","CUST_00451","ORD_020579","Delivery Issue","Medium","Resolved","2024-05-25T10:29:58","2024-05-26T04:29:58","My delivery for ORD_020579 was left outside in the rain and the contents are damaged. I need a replacement or refund."
"TKT_002610","CUST_02701","ORD_035783","Billing","Low","Resolved","2024-12-09T09:13:14","2024-12-10T13:13:14","I was charged for order ORD_035783 but the payment should have been declined as I cancelled the order before it was processed."
"TKT_002611","CUST_03856","ORD_039741","Billing","Medium","Resolved","2024-09-08T11:48:37","2024-09-09T13:48:37","I was not informed of the additional shipping charge applied to ORD_039741. The total was higher than shown at checkout. Please resolve this as soon as possible."
"TKT_002612","CUST_03615","ORD_035379","Delivery Issue","Low","Resolved","2023-10-11T03:17:25","2023-10-13T00:17:25","The estimated delivery for ORD_035379 was 5 days ago. I've contacted the courier but they keep redirecting me to you."
"TKT_002613","CUST_00505","ORD_044727","Returns & Refunds","Critical","Resolved","2023-05-29T03:32:15","2023-05-30T14:32:15","I was charged a return fee for order ORD_044727 but your website clearly states returns are free within 30 days. Please refund this charge. I have been a loyal customer for years and this is very disappointing."
"TKT_002614","CUST_04315","ORD_049529","Returns & Refunds","Medium","Resolved","2024-10-10T05:04:42","2024-10-10T15:04:42","I need to exchange the item in order ORD_049529 for a different size. The current one is too small. Please resolve this as soon as possible."
"TKT_002615","CUST_03608","ORD_017845","Product Quality","Medium","Resolved","2024-09-21T11:18:22","2024-09-22T23:18:22","Order ORD_017845 was missing several components that are listed as included. Can you send the missing parts or process a refund?"
"TKT_002616","CUST_04973","ORD_028738","Billing","Low","Resolved","2024-04-24T00:58:45","2024-04-24T15:58:45","The VAT receipt for order ORD_028738 shows the wrong amount. I need a corrected invoice for my business expense claim."
"TKT_002617","CUST_03871","ORD_022777","Billing","High","Resolved","2024-04-12T15:01:25","2024-04-14T06:01:25","My loyalty points were not applied to order ORD_022777 despite being displayed in my cart at checkout. This is quite urgent as I need it for a gift."
"TKT_002618","CUST_02970","ORD_003516","Returns & Refunds","High","In Progress","2023-12-21T08:33:03","","I'd like to return my purchase from order ORD_003516 as it doesn't fit. I've been trying to get a prepaid return label for 14 days but haven't heard back. I am happy to provide any additional details you need."
"TKT_002619","CUST_04552","ORD_011681","Delivery Issue","Low","In Progress","2023-06-20T09:11:12","","The estimated delivery for ORD_011681 was 12 days ago. I've contacted the courier but they keep redirecting me to you."
"TKT_002620","CUST_01432","ORD_025088","Technical Support","Low","Resolved","2024-05-14T10:12:14","2024-05-14T22:12:14","I can't log in to my account. I've tried resetting the password multiple times but the reset email never arrives."
"TKT_002621","CUST_03146","ORD_008778","Delivery Issue","Low","Resolved","2023-08-16T15:52:21","2023-08-18T00:52:21","My delivery for ORD_008778 was left outside in the rain and the contents are damaged. I need a replacement or refund. I am happy to provide any additional details you need."
"TKT_002622","CUST_01258","ORD_002290","Product Quality","Low","Resolved","2023-12-07T07:55:25","2023-12-07T15:55:25","My order ORD_002290 arrived with visible damage — it looks like it was dropped or mishandled during shipping."
"TKT_002623","CUST_03851","ORD_033814","Product Quality","Low","Resolved","2024-03-03T21:25:30","2024-03-05T14:25:30","I've noticed a strong chemical smell from the item in order ORD_033814 that doesn't go away even after airing it out for several days. I have been a loyal customer for years and this is very disappointing."
"TKT_002624","CUST_01472","ORD_029280","Product Quality","Low","Resolved","2024-09-10T16:26:53","2024-09-11T14:26:53","Order ORD_029280 was missing several components that are listed as included. Can you send the missing parts or process a refund? I have been a loyal customer for years and this is very disappointing."
"TKT_002625","CUST_01179","ORD_042962","Delivery Issue","Medium","Resolved","2024-07-16T12:54:37","2024-07-17T07:54:37","I placed order ORD_042962 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently?"
"TKT_002626","CUST_03849","ORD_047487","Returns & Refunds","High","Open","2024-11-17T02:29:07","","I changed my mind about order ORD_047487 and would like to return it within the 30-day window. Please advise on the return procedure. I am happy to provide any additional details you need."
"TKT_002627","CUST_01858","ORD_046460","Delivery Issue","Low","Closed","2024-11-01T03:08:08","2024-11-03T01:08:08","I urgently need order ORD_046460 for an event this weekend. Can you expedite shipping or arrange a same-day pickup?"
"TKT_002628","CUST_02863","ORD_031087","Billing","High","Resolved","2024-08-13T21:05:10","2024-08-14T05:05:10","I was charged twice for order ORD_031087. Please check the transaction and process the duplicate charge refund immediately. I have all receipts and documentation ready to send."
"TKT_002629","CUST_02415","ORD_044731","Returns & Refunds","Low","Resolved","2024-10-21T10:16:01","2024-10-23T04:16:01","I changed my mind about order ORD_044731 and would like to return it within the 30-day window. Please advise on the return procedure."
"TKT_002630","CUST_00520","ORD_004486","Returns & Refunds","Medium","Resolved","2024-06-14T00:56:55","2024-06-14T19:56:55","I was charged a return fee for order ORD_004486 but your website clearly states returns are free within 30 days. Please refund this charge."
"TKT_002631","CUST_03022","ORD_001953","Returns & Refunds","Medium","Resolved","2024-01-26T18:06:07","2024-01-27T15:06:07","I need to exchange the item in order ORD_001953 for a different size. The current one is too small. I would appreciate a prompt response."
"TKT_002632","CUST_02237","ORD_031956","Product Quality","Low","Resolved","2023-07-04T04:43:11","2023-07-04T11:43:11","The sizing for order ORD_031956 is wildly inaccurate compared to your size guide. The item is at least two sizes smaller than stated."
"TKT_002633","CUST_04542","ORD_001522","Delivery Issue","High","Closed","2024-11-08T16:15:17","2024-11-13T03:15:17","The tracking for ORD_001522 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left. I have all receipts and documentation ready to send."
"TKT_002634","CUST_00651","ORD_033132","Returns & Refunds","Medium","In Progress","2024-11-18T01:58:21","","I changed my mind about order ORD_033132 and would like to return it within the 30-day window. Please advise on the return procedure. Please resolve this as soon as possible."
"TKT_002635","CUST_01033","ORD_005544","Product Quality","High","Resolved","2024-12-10T04:09:20","2024-12-10T10:09:20","I purchased ORD_005544 and the product stopped working after just 6 days. This is completely unacceptable for the price I paid. I am happy to provide any additional details you need."
"TKT_002636","CUST_01658","ORD_046663","Billing","Medium","In Progress","2023-12-17T12:25:10","","I was charged for order ORD_046663 but the payment should have been declined as I cancelled the order before it was processed."
"TKT_002637","CUST_00282","ORD_038778","Product Quality","Low","In Progress","2024-09-13T03:37:00","","I purchased ORD_038778 and the product stopped working after just 9 days. This is completely unacceptable for the price I paid. I have all receipts and documentation ready to send."
"TKT_002638","CUST_03462","ORD_006354","Returns & Refunds","Low","Resolved","2024-08-07T23:33:41","2024-08-08T08:33:41","I need to exchange the item in order ORD_006354 for a different size. The current one is too small."
"TKT_002639","CUST_03496","ORD_007463","Billing","Medium","Resolved","2024-06-27T14:40:09","2024-06-29T12:40:09","I was charged twice for order ORD_007463. Please check the transaction and process the duplicate charge refund immediately. I have all receipts and documentation ready to send."
"TKT_002640","CUST_01626","ORD_010420","Product Quality","Medium","Resolved","2024-09-18T22:07:55","2024-09-20T16:07:55","The sizing for order ORD_010420 is wildly inaccurate compared to your size guide. The item is at least two sizes smaller than stated."
"TKT_002641","CUST_03674","ORD_007980","Delivery Issue","Medium","Open","2024-05-12T10:26:18","","The estimated delivery for ORD_007980 was 5 days ago. I've contacted the courier but they keep redirecting me to you. I would appreciate a prompt response."
"TKT_002642","CUST_02884","ORD_007825","Returns & Refunds","Medium","Resolved","2024-12-03T08:15:12","2024-12-05T05:15:12","My return for order ORD_007825 was received by you 10 days ago according to the tracking, but I haven't received my refund yet. I have been a loyal customer for years and this is very disappointing."
"TKT_002643","CUST_03339","ORD_030656","Billing","Low","Closed","2023-04-02T10:54:45","2023-04-04T10:54:45","I was not informed of the additional shipping charge applied to ORD_030656. The total was higher than shown at checkout."
"TKT_002644","CUST_01018","ORD_032496","Billing","Critical","Open","2024-08-27T14:31:10","","The VAT receipt for order ORD_032496 shows the wrong amount. I need a corrected invoice for my business expense claim. I am happy to provide any additional details you need."
"TKT_002645","CUST_01495","ORD_043280","Technical Support","Medium","Resolved","2024-12-17T04:36:23","2024-12-17T06:36:23","I've been trying to cancel order ORD_043280 through the app but the cancel button is greyed out. Please cancel it manually."
"TKT_002646","CUST_04679","ORD_011468","Product Quality","Medium","Resolved","2024-07-24T18:51:56","2024-07-25T04:51:56","The sizing for order ORD_011468 is wildly inaccurate compared to your size guide. The item is at least two sizes smaller than stated."
"TKT_002647","CUST_04838","ORD_048482","Billing","Low","Resolved","2024-12-08T17:19:44","2024-12-09T05:19:44","I see an unauthorised charge on my account from 12 days ago that doesn't correspond to any order I placed. Please resolve this as soon as possible."
"TKT_002648","CUST_04794","ORD_020855","Technical Support","Low","Resolved","2023-02-05T19:26:09","2023-02-07T18:26:09","I'm unable to track my order ORD_020855 — the tracking page just shows a spinning loader."
"TKT_002649","CUST_01116","ORD_000694","Returns & Refunds","High","Resolved","2024-11-06T17:44:50","2024-11-07T23:44:50","The return portal isn't accepting my order number ORD_000694. I've tried multiple times. Please process this manually."
"TKT_002650","CUST_02296","ORD_013362","Product Quality","Low","Resolved","2024-08-18T18:50:03","2024-08-20T15:50:03","Order ORD_013362 was missing several components that are listed as included. Can you send the missing parts or process a refund? Please resolve this as soon as possible."
"TKT_002651","CUST_00940","ORD_048011","Returns & Refunds","Low","Closed","2024-12-12T13:46:04","2024-12-16T22:46:04","I was charged a return fee for order ORD_048011 but your website clearly states returns are free within 30 days. Please refund this charge. Please resolve this as soon as possible."
"TKT_002652","CUST_01288","ORD_035317","Delivery Issue","Low","Closed","2024-12-21T14:13:16","2024-12-25T13:13:16","The tracking for ORD_035317 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left. I am happy to provide any additional details you need."
"TKT_002653","CUST_03772","ORD_018106","Product Quality","Low","Resolved","2024-11-27T21:00:58","2024-11-28T03:00:58","The item in order ORD_018106 broke on first use. The quality control on this product seems very poor. Please resolve this as soon as possible."
"TKT_002654","CUST_02418","ORD_013115","Returns & Refunds","Medium","Resolved","2024-09-14T07:55:57","2024-09-14T20:55:57","I need to exchange the item in order ORD_013115 for a different size. The current one is too small."
"TKT_002655","CUST_04151","ORD_037524","Returns & Refunds","Medium","Resolved","2023-05-30T06:23:49","2023-05-31T17:23:49","My return for order ORD_037524 was received by you 12 days ago according to the tracking, but I haven't received my refund yet."
"TKT_002656","CUST_03204","ORD_016179","Delivery Issue","Medium","Resolved","2024-08-10T07:57:03","2024-08-10T19:57:03","My order ORD_016179 was supposed to arrive 9 days ago but I still haven't received it. The tracking number shows it's stuck in transit. I would appreciate a prompt response."
"TKT_002657","CUST_03721","ORD_033341","Product Quality","High","Resolved","2023-02-04T15:15:06","2023-02-04T17:15:06","The product in order ORD_033341 is clearly a different model from what was advertised. The specifications are different."
"TKT_002658","CUST_01753","ORD_048614","Product Quality","Low","Resolved","2023-09-29T11:27:46","2023-09-30T01:27:46","I've noticed a strong chemical smell from the item in order ORD_048614 that doesn't go away even after airing it out for several days. Please resolve this as soon as possible."
"TKT_002659","CUST_01658","ORD_020852","Product Quality","Medium","Resolved","2024-01-04T14:06:42","2024-01-04T23:06:42","Order ORD_020852 was missing several components that are listed as included. Can you send the missing parts or process a refund?"
"TKT_002660","CUST_03636","ORD_008464","Product Quality","Medium","Resolved","2024-11-29T02:41:35","2024-11-30T20:41:35","My order ORD_008464 arrived with visible damage — it looks like it was dropped or mishandled during shipping. I am happy to provide any additional details you need."
"TKT_002661","CUST_01013","ORD_023848","Returns & Refunds","Medium","Closed","2024-05-06T18:03:42","2024-05-08T22:03:42","I'd like to return my purchase from order ORD_023848 as it doesn't fit. I've been trying to get a prepaid return label for 7 days but haven't heard back."
