"review_id","order_id","customer_id","product_id","product_name","category","store_region","rating","sentiment_label","review_date","review_text","verified_purchase"
"REV_004502","ORD_017455","CUST_02883","PRD_016","Dance Shoes Suede Sole v2","Clothing & Apparel","Online","3","Neutral","2023-04-03","Setup took longer than it should have. Works fine but feels a bit plasticky.","True"
"REV_004503","ORD_049863","CUST_01039","PRD_170","Scented Soy Candle Vanilla Cedar Classic","Home & Garden","Umbria","5","Positive","2022-09-18","Will definitely be ordering again. Exactly what I needed for organising my space.","True"
"REV_004504","ORD_034652","CUST_02460","PRD_048","Wide-Brim Sun Hat Classic","Clothing & Apparel","Online","5","Positive","2024-11-27","Very well packaged — no damage at all. Colours are exactly as shown in the photos. Highly satisfied with my purchase. The stitching is neat and everything looks well-made.","True"
"REV_004505","ORD_008561","CUST_00995","PRD_148","Indoor Plant Pot Terracotta Mini","Home & Garden","Online","4","Positive","2022-06-12","Customer service was helpful when I had a question. Assembly was straightforward and took about 15 minutes. The design complements my home decor perfectly. This is now my go-to brand for this type of product.","True"
"REV_004506","ORD_020817","CUST_04967","PRD_121","Elderflower Cordial 500ml","Food & Beverage","Online","4","Positive","2023-11-19","Will definitely be ordering again. Freshness is evident from the moment you open the packaging.","True"
"REV_004507","ORD_037562","CUST_03086","PRD_123","Lightweight Slip-On Loafers Mini","Clothing & Apparel","Piemonte","4","Positive","2022-05-08","Five stars without hesitation. This is now my go-to brand for this type of product.","True"
"REV_004508","ORD_040126","CUST_01903","PRD_188","Handheld Game Console Retro v2","Electronics","Online","5","Positive","2023-03-23","The display quality is outstanding — colours are vivid and sharp. Great value for money compared to other brands.","False"
"REV_004509","ORD_045454","CUST_03461","PRD_198","Water Polo Ball Size 4 Lite","Sports & Outdoors","Veneto","3","Neutral","2022-12-27","It gets the job done, but I've seen better. Took a little longer than expected to arrive.","False"
"REV_004510","ORD_049420","CUST_04419","PRD_023","Mechanical Pencil Digital Lite","Electronics","Online","4","Positive","2024-12-02","Build quality feels solid and premium for the price. The noise cancellation is genuinely impressive. Works seamlessly with all my other devices. Really pleased with how ergonomic the design is.","True"
"REV_004511","ORD_016161","CUST_04530","PRD_133","Road Bike Helmet MIPS Certified Mini","Sports & Outdoors","Online","3","Neutral","2022-11-11","Some features are good, others are a bit disappointing. OK product overall — a few minor issues but nothing major. Took a little longer than expected to arrive.","True"
"REV_004512","ORD_002318","CUST_04894","PRD_046","Girls Tutu Skirt Rainbow Elite","Clothing & Apparel","Veneto","4","Positive","2023-01-14","The stitching is neat and everything looks well-made. Great range of sizes available.","True"
"REV_004513","ORD_038990","CUST_03157","PRD_038","Oat Milk Barista Edition 1L Elite","Food & Beverage","Campania","3","Neutral","2023-10-03","Took a little longer than expected to arrive. Works fine but feels a bit plasticky. It does what it says but nothing more.","True"
"REV_004514","ORD_044536","CUST_04926","PRD_199","Foam Roller Deep Tissue Massage Classic","Sports & Outdoors","Lombardia","5","Positive","2024-05-17","Picked it up at the Milano store and the staff was very helpful. Grip and traction are excellent on all surfaces. Delivery was faster than expected — arrived the next day. Waterproofing works perfectly — stayed dry in heavy rain. Customer service was helpful when I had a question.","True"
"REV_004515","ORD_043304","CUST_00305","PRD_162","Sea Salt Caramel Popcorn 150g Classic","Food & Beverage","Sardegna","5","Positive","2022-12-18","The team at the Sardegna store were really knowledgeable. Very well packaged — no damage at all. Exactly as described — no surprises.","False"
"REV_004516","ORD_024502","CUST_00618","PRD_034","Gaming Controller Wireless Plus","Electronics","Lazio","5","Positive","2024-03-23","Delivery was faster than expected — arrived the next day. The touch sensitivity is very responsive. Will definitely be ordering again.","True"
"REV_004517","ORD_011662","CUST_02618","PRD_064","Succulent Grow Kit Complete Pro","Home & Garden","Trentino-Alto Adige","1","Negative","2022-05-17","The item arrived damaged — the packaging was completely crushed. Still waiting for a resolution from customer services. The measurements listed were completely inaccurate. Rust appeared within two weeks despite normal indoor use.","True"
"REV_004518","ORD_044649","CUST_00199","PRD_004","Mortar and Pestle Granite Mini","Home & Garden","Emilia-Romagna","4","Positive","2022-11-21","Would definitely recommend to friends and family. Assembly was straightforward and took about 15 minutes. Highly satisfied with my purchase. Looks even better in person than in the photos.","True"
"REV_004519","ORD_016880","CUST_00043","PRD_063","Water Polo Ball Size 4 Mini","Sports & Outdoors","Online","4","Positive","2024-08-06","This is now my go-to brand for this type of product. Lightweight and easy to pack for travel. Waterproofing works perfectly — stayed dry in heavy rain. Delivery was faster than expected — arrived the next day.","True"
"REV_004520","ORD_004784","CUST_03363","PRD_046","Girls Tutu Skirt Rainbow Elite","Clothing & Apparel","Veneto","5","Positive","2023-09-16","Lightweight yet surprisingly warm — ideal for layering. Customer service was helpful when I had a question. This is now my go-to brand for this type of product.","True"
"REV_004521","ORD_032493","CUST_01063","PRD_027","Bamboo Cutting Board Set v2","Home & Garden","Veneto","4","Positive","2024-12-04","Exactly as described — no surprises. Exactly what I needed for organising my space.","True"
"REV_004522","ORD_046000","CUST_04983","PRD_124","Screen Cleaning Kit Pro Mini","Electronics","Emilia-Romagna","4","Positive","2024-10-09","Exactly as described — no surprises. Customer service was helpful when I had a question.","True"
"REV_004523","ORD_043414","CUST_04185","PRD_160","Digital Drawing Tablet Mini","Electronics","Puglia","3","Neutral","2022-10-23","Setup took longer than it should have. Functional but lacks the premium feel I expected. The display quality is outstanding — colours are vivid and sharp.","True"
"REV_004524","ORD_022524","CUST_00646","PRD_173","Smart Scale Body Composition Elite","Electronics","Online","2","Negative","2024-03-06","The item arrived damaged — the packaging was completely crushed. Overheats within 30 minutes of use. Package was left outside in the rain.","True"
"REV_004525","ORD_024805","CUST_03359","PRD_152","True Wireless Earphones Lite","Electronics","Online","1","Negative","2023-03-28","The battery drains incredibly quickly — barely lasts a few hours. Stopped working after just two weeks — very disappointing. Arrived with the wrong accessories — not as advertised.","True"
"REV_004526","ORD_029550","CUST_03203","PRD_154","Digital Kitchen Scale 5kg Lite","Home & Garden","Lombardia","5","Positive","2024-07-23","Assembly was straightforward and took about 15 minutes. The design complements my home decor perfectly. This is now my go-to brand for this type of product.","True"
"REV_004527","ORD_016749","CUST_00976","PRD_175","Relaxed Linen Shirt","Clothing & Apparel","Online","5","Positive","2024-12-07","Great range of sizes available. Five stars without hesitation.","True"
"REV_004528","ORD_034607","CUST_04855","PRD_082","Smart Bulb RGB Dimmable Pro","Electronics","Sardegna","5","Positive","2024-09-01","Very well packaged — no damage at all. Really pleased with how ergonomic the design is. Exactly as described — no surprises. Setup was surprisingly easy and everything worked right out of the box.","True"
"REV_004529","ORD_022754","CUST_00659","PRD_129","Headlamp LED 350 Lumens Lite","Sports & Outdoors","Emilia-Romagna","5","Positive","2022-02-09","Exactly as described — no surprises. Very well packaged — no damage at all.","True"
"REV_004530","ORD_019594","CUST_03863","PRD_065","Artisan Dark Chocolate 85% Cacao Plus","Food & Beverage","Online","4","Positive","2023-12-22","Ordered online and collected from the Roma location — very smooth. Packaging is eco-friendly and keeps everything fresh. Great price for such a premium product.","True"
"REV_004531","ORD_037647","CUST_02901","PRD_011","Patterned Silk Scarf","Clothing & Apparel","Veneto","5","Positive","2022-11-21","Will definitely be ordering again. Great range of sizes available. Exactly as described — no surprises.","True"
"REV_004532","ORD_032569","CUST_00326","PRD_106","Smart Speaker Voice Control Classic","Electronics","Puglia","5","Positive","2022-01-30","Sound quality is crystal clear, even at high volumes. Exactly as described — no surprises.","True"
"REV_004533","ORD_038731","CUST_01567","PRD_039","Stainless Pruning Shears Pro Elite","Home & Garden","Piemonte","5","Positive","2023-12-08","Assembly was straightforward and took about 15 minutes. Looks even better in person than in the photos. Sturdy construction — feels like it will last for years. Very well packaged — no damage at all.","True"
"REV_004534","ORD_045293","CUST_01228","PRD_125","Superfood Granola Blueberry Plus","Food & Beverage","Emilia-Romagna","3","Neutral","2024-11-25","Would consider repurchasing if the price drops. Not bad for the price — sets realistic expectations.","True"
"REV_004535","ORD_020239","CUST_04613","PRD_162","Sea Salt Caramel Popcorn 150g Classic","Food & Beverage","Online","5","Positive","2024-01-13","Delivery was faster than expected — arrived the next day. I've tried many similar products and this is by far the best. Packaging is eco-friendly and keeps everything fresh.","True"
"REV_004536","ORD_036204","CUST_02937","PRD_169","Oat Milk Barista Edition 1L Elite","Food & Beverage","Umbria","5","Positive","2024-04-02","My family loved it, even the picky eaters. Really high quality ingredients — you can taste the difference.","True"
"REV_004537","ORD_028660","CUST_01232","PRD_135","Tailored Blazer Modern Fit Classic","Clothing & Apparel","Online","4","Positive","2024-02-17","Customer service was helpful when I had a question. The zip and buttons feel sturdy, not cheap at all.","True"
"REV_004538","ORD_012520","CUST_04628","PRD_061","Platform Sandals Summer Classic","Clothing & Apparel","Lazio","3","Neutral","2025-01-03","The colour is slightly different from the photos. The fabric quality feels premium for the price.","True"
"REV_004539","ORD_004943","CUST_01672","PRD_102","USB-C Hub 7-in-1","Electronics","Online","4","Positive","2023-11-12","Charging speed is impressive — full charge in under an hour. Works seamlessly with all my other devices. Very well packaged — no damage at all. Customer service was helpful when I had a question.","True"
"REV_004540","ORD_035265","CUST_04511","PRD_090","Sleeping Bag -10°C Mummy Pro","Sports & Outdoors","Puglia","4","Positive","2023-01-22","Exactly as described — no surprises. Very well packaged — no damage at all. Really helped improve my training sessions. Comfortable to wear even during long workouts.","True"
"REV_004541","ORD_012324","CUST_00960","PRD_184","Ankle Boots Chelsea Style Classic","Clothing & Apparel","Puglia","4","Positive","2022-12-24","Exactly as described — no surprises. The zip and buttons feel sturdy, not cheap at all. Great range of sizes available. Would definitely recommend to friends and family.","True"
"REV_004542","ORD_046770","CUST_03133","PRD_077","Under-Bed Storage Boxes 2-Pack","Home & Garden","Sicilia","4","Positive","2022-08-10","Great gift idea — my friend was thrilled with it. Very easy to clean and maintain.","True"
"REV_004543","ORD_016660","CUST_03953","PRD_064","Succulent Grow Kit Complete Pro","Home & Garden","Online","4","Positive","2022-11-19","Very well packaged — no damage at all. The size is perfect — fits exactly as I hoped.","True"
"REV_004544","ORD_030778","CUST_00493","PRD_124","Screen Cleaning Kit Pro Mini","Electronics","Online","3","Neutral","2023-08-12","Stopped working after just two weeks — very disappointing. OK product overall — a few minor issues but nothing major.","True"
"REV_004545","ORD_031492","CUST_03906","PRD_062","Foldable Keyboard Bluetooth Mini","Electronics","Online","5","Positive","2022-09-03","Build quality feels solid and premium for the price. The touch sensitivity is very responsive. Works seamlessly with all my other devices. Would definitely recommend to friends and family.","True"
"REV_004546","ORD_000261","CUST_03286","PRD_141","Mechanical Pencil Digital Classic","Electronics","Lombardia","3","Neutral","2023-02-01","Stopped working after just two weeks — very disappointing. Functional but lacks the premium feel I expected.","True"
"REV_004547","ORD_031501","CUST_02451","PRD_185","Air Quality Monitor Smart v2","Electronics","Campania","5","Positive","2022-04-15","The companion app is intuitive and feature-rich. Build quality feels solid and premium for the price. The noise cancellation is genuinely impressive. Sound quality is crystal clear, even at high volumes.","True"
"REV_004548","ORD_006200","CUST_01268","PRD_092","Tailored Blazer Modern Fit Classic","Clothing & Apparel","Puglia","3","Neutral","2024-02-02","Shrank significantly after the first wash despite following care instructions. Functional but lacks the premium feel I expected. Delivery was on time but the packaging could be better.","True"
"REV_004549","ORD_048441","CUST_01520","PRD_103","Retro Gaming Console Mini Mini","Electronics","Online","4","Positive","2024-06-03","The companion app is intuitive and feature-rich. Will definitely be ordering again. The noise cancellation is genuinely impressive.","True"
"REV_004550","ORD_032453","CUST_04991","PRD_035","Canvas Tote Bag Everyday Classic","Clothing & Apparel","Lazio","5","Positive","2024-01-27","Colours are exactly as shown in the photos. Would definitely recommend to friends and family. Highly satisfied with my purchase. Great range of sizes available.","True"
"REV_004551","ORD_026052","CUST_02445","PRD_047","Gym Shorts Quick-Dry Classic","Clothing & Apparel","Online","5","Positive","2023-07-27","Will definitely be ordering again. Great range of sizes available. Five stars without hesitation.","True"
"REV_004552","ORD_017213","CUST_03741","PRD_096","Curved Gaming Monitor 27"" Lite","Electronics","Puglia","3","Neutral","2024-09-30","Some features are good, others are a bit disappointing. The battery life exceeded my expectations. It does what it says but nothing more.","True"
"REV_004553","ORD_033638","CUST_02196","PRD_143","Waterproof Dry Bag 20L v2","Sports & Outdoors","Online","4","Positive","2023-05-16","Great seller — fast shipping and good communication. Delivery was faster than expected — arrived the next day. Lightweight and easy to pack for travel.","True"
"REV_004554","ORD_029391","CUST_01127","PRD_163","Single Origin Espresso Beans 500g Lite","Food & Beverage","Online","1","Negative","2022-03-23","The portion size is much smaller than implied by the packaging. Delivery driver left it with a neighbour without asking. Still waiting for a resolution from customer services.","True"
"REV_004555","ORD_034946","CUST_00105","PRD_141","Mechanical Pencil Digital Classic","Electronics","Sicilia","5","Positive","2024-11-15","The companion app is intuitive and feature-rich. The battery life exceeded my expectations. Delivery was faster than expected — arrived the next day.","True"
"REV_004556","ORD_029753","CUST_02849","PRD_103","Retro Gaming Console Mini Mini","Electronics","Piemonte","4","Positive","2023-01-13","Picked it up at the Torino store and the staff was very helpful. Image quality blew me away — so sharp and detailed. Delivery was faster than expected — arrived the next day. Charging speed is impressive — full charge in under an hour.","True"
"REV_004557","ORD_032234","CUST_04692","PRD_015","Waterproof Trail Running Shoes Plus","Clothing & Apparel","Lazio","4","Positive","2022-11-10","This is now my go-to brand for this type of product. Love the sustainable materials used. Colours are exactly as shown in the photos.","True"
"REV_004558","ORD_043491","CUST_03182","PRD_151","Sparkling Water Flavoured 6-Pack Mini","Food & Beverage","Veneto","4","Positive","2024-10-09","Highly satisfied with my purchase. Perfect balance of sweet and savoury. Packaging is eco-friendly and keeps everything fresh. A staple in my kitchen now — I buy this regularly.","True"
"REV_004559","ORD_047114","CUST_03566","PRD_198","Water Polo Ball Size 4 Lite","Sports & Outdoors","Sicilia","5","Positive","2022-01-19","Comfortable to wear even during long workouts. Durable construction — this is clearly built to last.","True"
"REV_004560","ORD_012903","CUST_02236","PRD_003","Yoga Mat Non-Slip Eco Cork Pro","Sports & Outdoors","Veneto","4","Positive","2023-10-06","Durable construction — this is clearly built to last. My recovery time has noticeably improved since using this. Waterproofing works perfectly — stayed dry in heavy rain.","True"
"REV_004561","ORD_011611","CUST_00685","PRD_102","USB-C Hub 7-in-1","Electronics","Online","5","Positive","2024-07-20","Image quality blew me away — so sharp and detailed. The noise cancellation is genuinely impressive. Setup was surprisingly easy and everything worked right out of the box. Great seller — fast shipping and good communication.","True"
"REV_004562","ORD_014378","CUST_04715","PRD_003","Yoga Mat Non-Slip Eco Cork Pro","Sports & Outdoors","Online","5","Positive","2022-02-28","Picked it up at the Roma store and the staff was very helpful. Performance matches or beats much more expensive alternatives. Really helped improve my training sessions.","True"
"REV_004563","ORD_018280","CUST_02674","PRD_192","Jump Rope Weighted Professional Elite","Sports & Outdoors","Friuli-Venezia Giulia","4","Positive","2023-02-26","Great seller — fast shipping and good communication. Very well packaged — no damage at all. Will definitely be ordering again.","True"
"REV_004564","ORD_001310","CUST_02839","PRD_143","Waterproof Dry Bag 20L v2","Sports & Outdoors","Online","1","Negative","2023-03-31","Waterproofing failed completely in light rain. Was left on the doorstep without any notification.","True"
"REV_004565","ORD_012301","CUST_02199","PRD_032","Craft Ginger Beer 4-Pack","Food & Beverage","Sardegna","5","Positive","2023-05-09","Packaging is eco-friendly and keeps everything fresh. Would definitely recommend to friends and family.","True"
"REV_004566","ORD_014341","CUST_03182","PRD_175","Relaxed Linen Shirt","Clothing & Apparel","Online","5","Positive","2023-11-25","Fast delivery to Roma — arrived the next day. Lightweight yet surprisingly warm — ideal for layering. The fabric quality feels premium for the price. Washes well and hasn't shrunk or faded at all. The zip and buttons feel sturdy, not cheap at all.","True"
"REV_004567","ORD_015829","CUST_04045","PRD_125","Superfood Granola Blueberry Plus","Food & Beverage","Lombardia","4","Positive","2024-10-24","Customer service was helpful when I had a question. Packaging is eco-friendly and keeps everything fresh. Perfect balance of sweet and savoury. Will definitely be ordering again.","True"
"REV_004568","ORD_040623","CUST_02489","PRD_132","RGB LED Light Strip 5m Lite","Electronics","Online","3","Neutral","2023-05-07","Delivery was on time but the packaging could be better. Acceptable quality — meets the basic requirements.","True"
"REV_004569","ORD_015034","CUST_04403","PRD_052","Cacao Nibs Raw Organic 200g Plus","Food & Beverage","Veneto","3","Neutral","2025-01-05","Average quality — neither impressed nor disappointed. Delivery was on time but the packaging could be better. The product is decent for the price.","True"
"REV_004570","ORD_037649","CUST_02238","PRD_050","Smart Home Hub Classic","Electronics","Campania","1","Negative","2024-08-10","The app crashes constantly and has never worked properly. Was left on the doorstep without any notification. It took over 10 days to arrive, which is unacceptable.","True"
"REV_004571","ORD_000403","CUST_03526","PRD_065","Artisan Dark Chocolate 85% Cacao Plus","Food & Beverage","Online","5","Positive","2023-11-02","The flavour is absolutely delicious — rich and well-balanced. Great price for such a premium product. Will definitely be ordering again. Great seller — fast shipping and good communication.","True"
"REV_004572","ORD_004238","CUST_04348","PRD_117","Canvas Tote Bag Everyday Mini","Clothing & Apparel","Online","3","Neutral","2024-11-12","Mixed feelings about this one — pros and cons. The size runs slightly larger than expected. The fabric quality feels premium for the price.","True"
"REV_004573","ORD_037238","CUST_02319","PRD_062","Foldable Keyboard Bluetooth Mini","Electronics","Online","5","Positive","2022-06-15","Delivery was faster than expected — arrived the next day. Great value for money compared to other brands. Will definitely be ordering again. Would definitely recommend to friends and family.","True"
"REV_004574","ORD_045134","CUST_03745","PRD_007","Noise Cancelling Headphones Pro","Electronics","Online","3","Neutral","2022-12-08","The colour is slightly different from the photos. Instructions could be clearer.","True"
"REV_004575","ORD_042733","CUST_00499","PRD_107","Dried Porcini Mushrooms 50g v2","Food & Beverage","Marche","5","Positive","2022-08-12","Bought this at the Ancona branch — great in-store experience. My family loved it, even the picky eaters. Exactly as described — no surprises. Freshness is evident from the moment you open the packaging.","True"
"REV_004576","ORD_047860","CUST_03084","PRD_128","High-Waist Yoga Pants Mini","Clothing & Apparel","Trentino-Alto Adige","5","Positive","2024-08-02","Compliments every time I wear this. The zip and buttons feel sturdy, not cheap at all.","True"
"REV_004577","ORD_034348","CUST_03760","PRD_117","Canvas Tote Bag Everyday Mini","Clothing & Apparel","Campania","3","Neutral","2024-09-17","I'm on the fence — might try a different brand next time. Instructions could be clearer. Shrank significantly after the first wash despite following care instructions.","True"
"REV_004578","ORD_007864","CUST_02770","PRD_122","Anti-Blue Light Glasses Gaming Classic","Electronics","Friuli-Venezia Giulia","5","Positive","2024-01-17","Sound quality is crystal clear, even at high volumes. Very well packaged — no damage at all.","True"
"REV_004579","ORD_027296","CUST_03129","PRD_142","Stainless Steel Water Bottle 1L Pro","Home & Garden","Veneto","5","Positive","2024-07-11","Will definitely be ordering again. This is now my go-to brand for this type of product. Would definitely recommend to friends and family. Really well thought-out design with attention to detail.","True"
"REV_004580","ORD_038920","CUST_04866","PRD_067","Ceramic Planter Set 3-Piece Classic","Home & Garden","Friuli-Venezia Giulia","5","Positive","2023-12-19","Picked it up at the Trieste store and the staff was very helpful. Looks even better in person than in the photos. Highly satisfied with my purchase. My plants are thriving since I started using this. Exactly what I needed for organising my space.","True"
"REV_004581","ORD_032615","CUST_00650","PRD_119","Mini Projector Portable Classic","Electronics","Friuli-Venezia Giulia","3","Neutral","2023-12-07","Acceptable quality — meets the basic requirements. Customer service response was slow but eventually helpful. The product is decent for the price.","True"
"REV_004582","ORD_030701","CUST_01413","PRD_176","Multi-Port Fast Charger 65W Pro","Electronics","Online","5","Positive","2022-04-25","Charging speed is impressive — full charge in under an hour. Great seller — fast shipping and good communication.","True"
"REV_004583","ORD_038200","CUST_01974","PRD_007","Noise Cancelling Headphones Pro","Electronics","Marche","5","Positive","2022-02-01","The Ancona staff recommended this and they were absolutely right. Great seller — fast shipping and good communication. Build quality feels solid and premium for the price. The display quality is outstanding — colours are vivid and sharp.","False"
"REV_004584","ORD_018040","CUST_01983","PRD_123","Lightweight Slip-On Loafers Mini","Clothing & Apparel","Online","3","Neutral","2025-01-06","Shrank significantly after the first wash despite following care instructions. The size runs slightly larger than expected. It gets the job done, but I've seen better.","True"
"REV_004585","ORD_006169","CUST_02629","PRD_013","Ceramic Planter Set 3-Piece Lite","Home & Garden","Online","5","Positive","2023-07-19","Five stars without hesitation. Will definitely be ordering again. Really well thought-out design with attention to detail. Great gift idea — my friend was thrilled with it.","True"
"REV_004586","ORD_006294","CUST_03094","PRD_107","Dried Porcini Mushrooms 50g v2","Food & Beverage","Sardegna","5","Positive","2024-12-15","Delivery was faster than expected — arrived the next day. My family loved it, even the picky eaters. Perfect balance of sweet and savoury. I've tried many similar products and this is by far the best.","True"
"REV_004587","ORD_002456","CUST_03421","PRD_188","Handheld Game Console Retro v2","Electronics","Sardegna","4","Positive","2022-09-28","Sound quality is crystal clear, even at high volumes. Image quality blew me away — so sharp and detailed. Great value for money compared to other brands.","True"
"REV_004588","ORD_015722","CUST_03871","PRD_156","Digital Photo Frame WiFi Plus","Electronics","Online","4","Positive","2022-06-30","Fast delivery to Roma — arrived the next day. This is now my go-to brand for this type of product. Customer service was helpful when I had a question.","True"
"REV_004589","ORD_040913","CUST_00896","PRD_034","Gaming Controller Wireless Plus","Electronics","Veneto","4","Positive","2023-11-22","This is now my go-to brand for this type of product. Image quality blew me away — so sharp and detailed. The battery life exceeded my expectations.","True"
"REV_004590","ORD_013677","CUST_02932","PRD_015","Waterproof Trail Running Shoes Plus","Clothing & Apparel","Piemonte","4","Positive","2022-06-20","Five stars without hesitation. The stitching is neat and everything looks well-made. Compliments every time I wear this. The zip and buttons feel sturdy, not cheap at all.","True"
"REV_004591","ORD_016692","CUST_03269","PRD_078","Cast Iron Skillet 26cm Plus","Home & Garden","Piemonte","1","Negative","2023-04-27","Rust appeared within two weeks despite normal indoor use. The wrong item was delivered and returning it has been a nightmare.","True"
"REV_004592","ORD_005744","CUST_03765","PRD_008","USB-C Hub 7-in-1 Lite","Electronics","Puglia","2","Negative","2024-08-10","The item arrived damaged — the packaging was completely crushed. Still waiting for a resolution from customer services.","True"
"REV_004593","ORD_049276","CUST_02441","PRD_166","Laptop Stand Adjustable Pro","Electronics","Puglia","4","Positive","2022-11-04","Highly satisfied with my purchase. Exactly as described — no surprises. The companion app is intuitive and feature-rich.","True"
"REV_004594","ORD_025663","CUST_00316","PRD_040","Platform Sandals Summer Classic","Clothing & Apparel","Veneto","3","Neutral","2022-12-06","It does what it says but nothing more. Shrank significantly after the first wash despite following care instructions. Acceptable quality — meets the basic requirements.","True"
"REV_004595","ORD_020866","CUST_04187","PRD_108","Stainless Steel Water Bottle 1L Plus","Home & Garden","Puglia","5","Positive","2022-10-12","Great gift idea — my friend was thrilled with it. Will definitely be ordering again. Customer service was helpful when I had a question. Great seller — fast shipping and good communication.","True"
"REV_004596","ORD_004237","CUST_02166","PRD_144","Green Smoothie Powder Blend","Food & Beverage","Emilia-Romagna","3","Neutral","2024-05-29","Setup took longer than it should have. The colour is slightly different from the photos.","True"
"REV_004597","ORD_028906","CUST_03075","PRD_067","Ceramic Planter Set 3-Piece Classic","Home & Garden","Campania","5","Positive","2024-10-20","Would definitely recommend to friends and family. Great gift idea — my friend was thrilled with it. Customer service was helpful when I had a question.","True"
"REV_004598","ORD_013849","CUST_04255","PRD_067","Ceramic Planter Set 3-Piece Classic","Home & Garden","Puglia","4","Positive","2024-10-08","Great gift idea — my friend was thrilled with it. Really well thought-out design with attention to detail. Exactly what I needed for organising my space. Very well packaged — no damage at all.","True"
"REV_004599","ORD_039604","CUST_03819","PRD_070","Silk Blouse Elegant Mini","Clothing & Apparel","Online","5","Positive","2023-08-09","Picked it up at the Roma store and the staff was very helpful. Washes well and hasn't shrunk or faded at all. Perfect fit — I ordered my usual size and it was spot on. Five stars without hesitation. Will definitely be ordering again.","True"
"REV_004600","ORD_007191","CUST_03013","PRD_188","Handheld Game Console Retro v2","Electronics","Online","1","Negative","2023-07-21","Package was left outside in the rain. The build quality is very poor — feels like it will break easily. Stopped working after just two weeks — very disappointing. Sound quality is terrible — tinny and distorted at any volume.","False"
"REV_004601","ORD_001587","CUST_01682","PRD_147","Sea Salt Caramel Popcorn 150g Pro","Food & Beverage","Lombardia","5","Positive","2023-07-08","Packaging is eco-friendly and keeps everything fresh. Really high quality ingredients — you can taste the difference.","False"
"REV_004602","ORD_034629","CUST_02548","PRD_016","Dance Shoes Suede Sole v2","Clothing & Apparel","Campania","4","Positive","2023-01-02","The team at the Campania store were really knowledgeable. Five stars without hesitation. This is now my go-to brand for this type of product. The stitching is neat and everything looks well-made.","True"
"REV_004603","ORD_039384","CUST_01202","PRD_118","Car Phone Mount Magnetic Classic","Electronics","Online","4","Positive","2023-08-28","Image quality blew me away — so sharp and detailed. Build quality feels solid and premium for the price.","True"
"REV_004604","ORD_014164","CUST_01631","PRD_060","Dash Camera 4K Dual Lens Elite","Electronics","Veneto","4","Positive","2022-10-18","The display quality is outstanding — colours are vivid and sharp. The battery life exceeded my expectations. Highly satisfied with my purchase. Much lighter than I expected which is great for daily use.","True"
"REV_004605","ORD_011959","CUST_03724","PRD_102","USB-C Hub 7-in-1","Electronics","Online","5","Positive","2023-02-05","Would definitely recommend to friends and family. Build quality feels solid and premium for the price.","True"
"REV_004606","ORD_041107","CUST_01934","PRD_094","Tailored Blazer Modern Fit Lite","Clothing & Apparel","Online","5","Positive","2022-11-25","Great range of sizes available. Delivery was faster than expected — arrived the next day. This is now my go-to brand for this type of product. Compliments every time I wear this.","False"
"REV_004607","ORD_040168","CUST_02555","PRD_073","Casual Denim Jacket Classic","Clothing & Apparel","Toscana","5","Positive","2023-11-19","Great seller — fast shipping and good communication. Perfect fit — I ordered my usual size and it was spot on. Love the sustainable materials used. Would definitely recommend to friends and family.","True"
"REV_004608","ORD_010100","CUST_02744","PRD_069","Stainless Pruning Shears Pro Classic","Home & Garden","Online","3","Neutral","2022-12-17","Instructions were completely wrong — steps were missing. OK product overall — a few minor issues but nothing major.","True"
"REV_004609","ORD_005347","CUST_04569","PRD_150","Succulent Grow Kit Complete Classic","Home & Garden","Online","5","Positive","2022-08-18","The size is perfect — fits exactly as I hoped. Would definitely recommend to friends and family.","True"
"REV_004610","ORD_027306","CUST_02577","PRD_026","Gourmet Truffle Salt 100g Lite","Food & Beverage","Lombardia","5","Positive","2022-05-21","Freshness is evident from the moment you open the packaging. Will definitely be ordering again.","True"
"REV_004611","ORD_024861","CUST_02923","PRD_192","Jump Rope Weighted Professional Elite","Sports & Outdoors","Sicilia","3","Neutral","2022-10-14","Instructions could be clearer. Gave me blisters on the first use — poor design. Took a little longer than expected to arrive.","True"
"REV_004612","ORD_013497","CUST_03252","PRD_159","Mechanical Pencil Digital Elite","Electronics","Lombardia","3","Neutral","2022-05-03","Took a little longer than expected to arrive. The display quality is outstanding — colours are vivid and sharp.","True"
"REV_004613","ORD_022120","CUST_00611","PRD_190","Tablet Stand Adjustable 360 v2","Electronics","Emilia-Romagna","5","Positive","2022-08-31","Charging speed is impressive — full charge in under an hour. The companion app is intuitive and feature-rich.","False"
"REV_004614","ORD_015601","CUST_03722","PRD_154","Digital Kitchen Scale 5kg Lite","Home & Garden","Puglia","5","Positive","2024-09-02","Would definitely recommend to friends and family. The design complements my home decor perfectly. My plants are thriving since I started using this.","True"
"REV_004615","ORD_040589","CUST_04323","PRD_102","USB-C Hub 7-in-1","Electronics","Online","5","Positive","2022-05-01","Charging speed is impressive — full charge in under an hour. This is now my go-to brand for this type of product. Highly satisfied with my purchase. The companion app is intuitive and feature-rich.","True"
"REV_004616","ORD_019711","CUST_00647","PRD_158","Artisan Coffee Capsules 20-Pack Lite","Food & Beverage","Toscana","5","Positive","2022-05-13","Five stars without hesitation. Highly satisfied with my purchase.","True"
